年度,校名,系組名,國倍率,英倍率,數A倍率,數B倍率,社會倍率,自然倍率,數甲倍率,物倍率,化倍率,生倍率,歷倍率,地倍率,公倍率,錄取人數,普通生錄取分數
111.0,臺北市立大學,心理與諮商學系,1.5,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,246
111.0,臺北市立大學,學習與媒材設計學系,2.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,244
111.0,臺北市立大學,中國語文學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,140
111.0,臺北市立大學,歷史與地理學系,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,16.0,246.5
111.0,臺北市立大學,英語教學系,1.25,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,204.25
111.0,臺北市立大學,社會暨公共事務學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,18.0,276.5
,,,,,,,,,,,,,,,,,
111.0,臺北市立大學,音樂學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,246.28
111.0,臺北市立大學,視覺藝術學系,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,248
111.0,臺北市立大學,應用物理暨化學系電子物理組,1.0,1.25,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0,0.0,0.0,0.0,8.0,197.25
111.0,臺北市立大學,應用物理暨化學系應用化學組,1.0,1.25,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0,0.0,0.0,0.0,9.0,189.5
111.0,臺北市立大學,地球環境暨生物資源學系,1.5,1.5,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,14.0,184
111.0,臺北市立大學,數學系,1.25,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,147.25
111.0,臺北市立大學,資訊科學系,1.25,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,204
111.0,臺北市立大學,體育學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,197.47
111.0,臺北市立大學,休閒運動管理學系,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,139.27
111.0,臺北市立大學,運動健康科學系,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,143.5
111.0,臺北市立大學,城市發展學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,197
111.0,臺北市立大學,都會產業經營與行銷學系,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,233
111.0,臺北市立大學,衛生福利學系,1.5,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,186.5
111.0,國立屏東大學,教育學系,2.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,108
111.0,國立屏東大學,幼兒教育學系,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,127
111.0,國立屏東大學,特殊教育學系,1.5,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,76
111.0,國立屏東大學,教育心理與輔導學系,1.5,1.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,149
111.0,國立屏東大學,中國語文學系,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,93.75
111.0,國立屏東大學,英語學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,115
111.0,國立屏東大學,文化創意產業學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,123
111.0,國立屏東大學,社會發展學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,101
111.0,國立屏東大學,應用英語學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,163
111.0,國立屏東大學,應用日語學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,179
111.0,國立屏東大學,視覺藝術學系數位媒體設計組,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,3.0,194
111.0,國立屏東大學,商業自動化與管理學系,1.0,2.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,164.75
111.0,國立屏東大學,行銷與流通管理學系,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,155
111.0,國立屏東大學,休閒事業經營學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,129
111.0,國立屏東大學,不動產經營學系,1.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,127.5
111.0,國立屏東大學,企業管理學系,1.0,1.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,9.0,147.75
111.0,國立屏東大學,國際經營與貿易學系,1.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,188
111.0,國立屏東大學,財務金融學系,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,11.0,214.5
111.0,國立屏東大學,會計學系,2.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,211
111.0,國立屏東大學,大數據商務應用學士學位學程,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,165
,,,,,,,,,,,,,,,,,
111.0,國立屏東大學,應用化學系,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,16.0,89
111.0,國立屏東大學,應用數學系,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,53
111.0,國立屏東大學,應用物理系物理組,1.0,1.0,1.75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,70
111.0,國立屏東大學,應用物理系光電暨材料組,1.0,1.0,1.75,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,16.0,123.5
111.0,國立屏東大學,科學傳播學系,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.0,101
111.0,國立屏東大學,智慧機器人學系,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,80
111.0,國立屏東大學,電腦與通訊學系,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,152
111.0,國立屏東大學,資訊工程學系,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,144
111.0,國立屏東大學,電腦科學與人工智慧學系,1.5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,112
111.0,國立屏東大學,資訊管理學系,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,214
111.0,國立屏東大學,音樂學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,221
111.0,國立屏東大學,視覺藝術學系美術組,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,215.7
111.0,國立屏東大學,體育學系,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,160.14
111.0,國立臺東大學,全校不分系學士學位學程,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,126.5
111.0,國立臺東大學,教育學系,1.5,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,120
111.0,國立臺東大學,體育學系,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,104
111.0,國立臺東大學,幼兒教育學系,2.0,2.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,128.5
111.0,國立臺東大學,特殊教育學系,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,131.5
111.0,國立臺東大學,文化資源與休閒產業學系,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,4.0,101.5
111.0,國立臺東大學,數位媒體與文教產業學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,103
111.0,國立臺東大學,公共與文化事務學系,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,212.5
111.0,國立臺東大學,身心整合與運動休閒產業學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,82
111.0,國立臺東大學,英美語文學系,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,175
111.0,國立臺東大學,華語文學系,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,128
111.0,國立臺東大學,美術產業學系,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,108
111.0,國立臺東大學,音樂學系A組,1.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,230.7
111.0,國立臺東大學,音樂學系B組,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,84
111.0,國立臺東大學,生命科學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,5.0,95.5
111.0,國立臺東大學,資訊工程學系,1.5,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,139.5
111.0,國立臺東大學,資訊管理學系,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,12.0,140.75
111.0,國立臺東大學,應用數學系,2.0,1.5,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,126
111.0,國立臺東大學,應用科學系化學及奈米科學組,1.0,1.0,1.25,0.0,0.0,0.0,0.0,1.25,2.0,0.0,0.0,0.0,0.0,5.0,94
111.0,國立臺東大學,應用科學系應用物理組,1.0,1.0,1.5,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,2.0,96
,,,,,,,,,,,,,,,,,
111.0,國立臺東大學,綠色與資訊科技學士學位學程,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,84
111.0,國立體育大學,體育推廣學系A,2.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,163.5
111.0,國立體育大學,體育推廣學系B,2.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,221.74
111.0,國立體育大學,運動保健學系A,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,10.0,231.96
111.0,國立體育大學,運動保健學系B,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,11.0,182.75
111.0,國立體育大學,休閒產業經營學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,133
111.0,國立體育大學,適應體育學系A,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,7.0,134.25
111.0,國立體育大學,適應體育學系B,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,7.0,114.36
111.0,元智大學,管理學院學士班(主修：企業管理),1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,78
111.0,元智大學,管理學院學士班(主修：財務金融),1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,87
111.0,元智大學,管理學院學士班(主修：國際企業),1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,91
111.0,元智大學,管理學院學士班(主修：會計),1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,92
111.0,元智大學,管理學院學士班(英語專班),1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-----
111.0,元智大學,應用外語學系,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,79.5
111.0,元智大學,中國語文學系,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,167.5
111.0,元智大學,社會暨政策科學學系,0.0,1.25,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,70
111.0,元智大學,藝術與設計學系,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,92
111.0,元智大學,人文社會學院英語學士班,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,101.5
111.0,元智大學,資訊工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,103
111.0,元智大學,資訊管理學系(A組),1.75,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,152.75
111.0,元智大學,資訊管理學系(B組),1.75,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,158.25
111.0,元智大學,資訊管理學系(C組),1.75,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,145.75
111.0,元智大學,資訊傳播學系科技組,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,39
111.0,元智大學,資訊傳播學系設計組,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,76
111.0,元智大學,資訊學院英語學士班,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,77
111.0,元智大學,機械工程學系,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,17.0,78
111.0,元智大學,化學工程與材料科學學系,0.0,0.0,0.0,0.0,0.0,0.0,1.75,2.0,2.0,0.0,0.0,0.0,0.0,26.0,51.5
111.0,元智大學,工業工程與管理學系(A組),1.0,1.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,5.0,51.5
111.0,元智大學,工業工程與管理學系(B組),1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,69
111.0,元智大學,工程學院英語學士班,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-----
111.0,元智大學,電機工程學系(甲組),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,69
111.0,元智大學,電機工程學系(乙組),1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,89
111.0,元智大學,電機工程學系(丙組),0.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,0.0,0.0,0.0,0.0,20.0,86
,,,,,,,,,,,,,,,,,
111.0,元智大學,電機通訊學院英語學士班,0.0,1.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,56.5
111.0,國立中正大學,中國文學系,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,210.75
111.0,國立中正大學,外國語文學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,26.0,208
111.0,國立中正大學,歷史學系,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,27.0,244.5
111.0,國立中正大學,哲學系,1.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,280
111.0,國立中正大學,社會福利學系,1.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,16.0,223
111.0,國立中正大學,勞工關係學系,1.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,11.0,293
111.0,國立中正大學,政治學系,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,256
111.0,國立中正大學,傳播學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,174
111.0,國立中正大學,經濟學系,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,31.0,284.5
111.0,國立中正大學,財務金融學系,1.5,2.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,278.25
111.0,國立中正大學,企業管理學系,1.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,282.5
111.0,國立中正大學,會計與資訊科技學系甲組,1.5,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,273
111.0,國立中正大學,會計與資訊科技學系乙組,1.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,290
111.0,國立中正大學,法律學系法學組,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,269
111.0,國立中正大學,法律學系法制組,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,266.5
111.0,國立中正大學,財經法律學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,272.5
111.0,國立中正大學,成人及繼續教育學系,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,10.0,200.5
111.0,國立中正大學,犯罪防治學系,1.25,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,18.0,230.75
111.0,國立中正大學,數學系,0.0,1.25,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,133.25
111.0,國立中正大學,物理學系,1.0,1.25,0.0,0.0,0.0,0.0,1.5,1.5,1.0,0.0,0.0,0.0,0.0,16.0,211.75
111.0,國立中正大學,化學暨生物化學系,1.0,1.25,0.0,0.0,0.0,0.0,1.25,1.0,2.0,0.0,0.0,0.0,0.0,17.0,229.5
111.0,國立中正大學,地球與環境科學系,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,0.0,0.0,0.0,0.0,19.0,202.5
111.0,國立中正大學,資訊工程學系,1.0,1.5,0.0,0.0,0.0,0.0,1.25,1.0,1.0,0.0,0.0,0.0,0.0,39.0,232.75
111.0,國立中正大學,電機工程學系甲組,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,215
111.0,國立中正大學,電機工程學系乙組,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,39.0,205
111.0,國立中正大學,機械工程學系機械工程組,1.0,1.5,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,44.0,246.5
111.0,國立中正大學,機械工程學系光機電整合工程組,1.0,1.5,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,19.0,254.5
111.0,國立中正大學,化學工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,1.25,0.0,0.0,0.0,0.0,33.0,223
111.0,國立中正大學,通訊工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,196
111.0,國立中正大學,資訊管理學系,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,247
111.0,國立中正大學,心理學系,1.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.25,0.0,0.0,0.0,25.0,206
111.0,國立中正大學,生物醫學科學系,1.0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,1.5,1.5,0.0,0.0,0.0,27.0,210.25
,,,,,,,,,,,,,,,,,
111.0,國立中正大學,運動競技學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,3.0,209.5
111.0,大葉大學,機械與自動化工程學系,2.0,2.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-----
111.0,大葉大學,電機工程學系,2.0,2.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,101.75
111.0,大葉大學,消防安全學士學位學程,2.0,2.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-----
111.0,大葉大學,資訊工程學系,2.0,2.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94.75
111.0,大葉大學,環境工程學系,2.0,2.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-----
111.0,大葉大學,企業管理學系(經營管理組),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,120
111.0,大葉大學,企業管理學系(數位行銷組),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,106
111.0,大葉大學,資訊管理學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,-----
111.0,大葉大學,會計資訊學系,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.75,0.0,1.0,197.25
111.0,大葉大學,財務金融學系(銀行專業組),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-----
111.0,大葉大學,財務金融學系(投資管理組),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,131
111.0,大葉大學,工業設計學系,2.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-----
111.0,大葉大學,視覺傳達設計學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,223
111.0,大葉大學,傳播藝術學士學位學程,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-----
111.0,大葉大學,"多媒體數位內容學士學位學程(動畫與影
視特效組)",2.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-----
111.0,大葉大學,"多媒體數位內容學士學位學程(遊戲與互
動設計組)",2.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-----
111.0,大葉大學,"多媒體數位內容學士學位學程(動漫美術
與模型製作組)",2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,141
111.0,大葉大學,空間設計學系(建築組),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,-----
111.0,大葉大學,空間設計學系(室內設計組),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,-----
111.0,大葉大學,造形藝術學系,2.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-----
111.0,大葉大學,英語學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,-----
111.0,大葉大學,應用日語學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-----
111.0,大葉大學,生物醫學系(檢驗醫學組),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,3.0,116.25
111.0,大葉大學,生物醫學系(生物醫藥組),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,3.0,98.5
111.0,大葉大學,藥用植物與食品保健學系(中藥保健組),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,101
111.0,大葉大學,藥用植物與食品保健學系(食品科學組),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,-----
111.0,大葉大學,觀光旅遊學系,2.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-----
111.0,大葉大學,餐旅管理學系,2.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,122.5
111.0,大葉大學,休閒事業管理學系,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,2.0,0.0,0.0,-----
111.0,大葉大學,烘焙暨飲料調製學士學位學程,2.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,145
111.0,大葉大學,護理學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,3.0,112.25
,,,,,,,,,,,,,,,,,
111.0,大葉大學,運動健康管理學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,2.0,108.25
111.0,大葉大學,視光學系,2.0,2.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-----
111.0,大葉大學,醫學工程學系,1.75,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-----
