年度,校名,系組名,國倍率,英倍率,數A倍率,數B倍率,社會倍率,自然倍率,數甲倍率,物倍率,化倍率,生倍率,歷倍率,地倍率,公倍率,錄取人數,普通生錄取分數
112.0,長庚大學,醫學系(公費),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,254
112.0,長庚大學,中醫學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,22.0,261
112.0,長庚大學,護理學系,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,38.0,191
112.0,長庚大學,醫學生物技術暨檢驗學系,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,27.0,206.5
112.0,長庚大學,醫學影像暨放射科學系,0.0,1.25,0.0,0.0,0.0,0.0,1.25,1.25,1.0,1.0,0.0,0.0,0.0,21.0,207.75
112.0,長庚大學,物理治療學系,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.25,1.0,1.5,0.0,0.0,0.0,19.0,240.5
112.0,長庚大學,職能治療學系,1.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,16.0,211
112.0,長庚大學,生物醫學系,0.0,1.25,0.0,0.0,0.0,0.0,1.0,1.0,1.25,1.25,0.0,0.0,0.0,33.0,186.5
112.0,長庚大學,呼吸治療學系,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14.0,147.5
112.0,長庚大學,電機工程學系,1.0,1.25,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,32.0,198.75
112.0,長庚大學,機械工程學系,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.25,0.0,0.0,0.0,0.0,0.0,27.0,99
112.0,長庚大學,化工與材料工程學系,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,132
112.0,長庚大學,電子工程學系,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,124
112.0,長庚大學,資訊工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,149
,,,,,,,,,,,,,,,,,
112.0,長庚大學,生物醫學工程學系,0.0,1.0,0.0,0.0,0.0,0.0,1.25,1.0,1.0,0.0,0.0,0.0,0.0,14.0,154.75
112.0,長庚大學,人工智慧學系,0.0,1.0,0.0,0.0,0.0,0.0,1.5,1.25,1.0,0.0,0.0,0.0,0.0,12.0,138.75
112.0,長庚大學,醫務管理學系,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,125.5
112.0,長庚大學,工商管理學系(數智商務組),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,84
112.0,長庚大學,工商管理學系(工商創業組),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,68
112.0,長庚大學,工業設計學系,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,124
112.0,長庚大學,資訊管理學系,1.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,123.5
112.0,長庚大學,數位金融科技學系(甲組),1.5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,192.5
112.0,長庚大學,數位金融科技學系(乙組),1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,143.5
112.0,國立臺中教育大學,教育學系,1.5,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,239.5
112.0,國立臺中教育大學,特殊教育學系,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,143
112.0,國立臺中教育大學,幼兒教育學系,1.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,150
112.0,國立臺中教育大學,體育學系,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,239.35
112.0,國立臺中教育大學,語文教育學系,2.0,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,14.0,260.25
112.0,國立臺中教育大學,區域與社會發展學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,35.0,353
112.0,國立臺中教育大學,諮商與應用心理學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,220
112.0,國立臺中教育大學,美術學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,234.02
112.0,國立臺中教育大學,音樂學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,244.56
112.0,國立臺中教育大學,台灣語文學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,29.0,156
112.0,國立臺中教育大學,英語學系,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,88
112.0,國立臺中教育大學,數學教育學系,1.0,1.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,151.5
112.0,國立臺中教育大學,科學教育與應用學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,27.0,199
112.0,國立臺中教育大學,資訊工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,28.0,120.5
112.0,國立臺中教育大學,數位內容科技學系,1.0,1.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,166.5
112.0,國立臺中教育大學,國際企業學系,1.25,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,181.5
112.0,國立臺中教育大學,文化創意產業設計與營運學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,193
112.0,國立臺北教育大學,教育學系,1.5,1.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,258.25
112.0,國立臺北教育大學,教育經營與管理學系,1.5,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,221.5
112.0,國立臺北教育大學,幼兒與家庭教育學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,243
112.0,國立臺北教育大學,特殊教育學系(文組),1.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,9.0,253.5
112.0,國立臺北教育大學,特殊教育學系(理組),1.5,2.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,8.0,221.5
112.0,國立臺北教育大學,心理與諮商學系,1.25,1.25,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,264.5
112.0,國立臺北教育大學,社會與區域發展學系,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,27.0,291.5
,,,,,,,,,,,,,,,,,
112.0,國立臺北教育大學,兒童英語教育學系,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,209
112.0,國立臺北教育大學,語文與創作學系語文師資組,2.0,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,260.5
112.0,國立臺北教育大學,語文與創作學系文學創作組,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,233.5
112.0,國立臺北教育大學,文化創意產業經營學系,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,279.5
112.0,國立臺北教育大學,藝術與造形設計學系設計組,1.25,1.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,214.5
112.0,國立臺北教育大學,藝術與造形設計學系藝術組,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,196
112.0,國立臺北教育大學,數學暨資訊教育學系數學組,1.5,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,168.5
112.0,國立臺北教育大學,"數學暨資訊教育學系人工智慧與資訊教
育組",1.25,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,180.25
112.0,國立臺北教育大學,自然科學教育學系,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0,221
112.0,國立臺北教育大學,數位科技設計學系(創意設計組),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,138
112.0,國立臺北教育大學,數位科技設計學系(資訊應用組),1.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,154.5
112.0,國立臺北教育大學,資訊科學系,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,268
112.0,國立臺北教育大學,體育學系(男),1.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,303
112.0,國立臺北教育大學,體育學系(女),1.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,267.56
112.0,國立臺南大學,教育學系,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,207.5
112.0,國立臺南大學,諮商與輔導學系,1.5,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,218
112.0,國立臺南大學,特殊教育學系,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,120
112.0,國立臺南大學,幼兒教育學系,2.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,193.5
112.0,國立臺南大學,體育學系,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,240.55
112.0,國立臺南大學,文化與自然資源學系,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,29.0,220
112.0,國立臺南大學,國語文學系,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,150
112.0,國立臺南大學,英語學系,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,36.0,200.75
112.0,國立臺南大學,應用數學系,1.0,1.5,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,28.0,185
112.0,國立臺南大學,數位學習科技學系(數位學習系統組),1.5,1.75,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,209.25
112.0,國立臺南大學,數位學習科技學系(數位學習內容組),1.5,1.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,193.75
112.0,國立臺南大學,材料科學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0,0.0,0.0,0.0,29.0,215
112.0,國立臺南大學,資訊工程學系,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,26.0,165
112.0,國立臺南大學,電機工程學系,1.0,1.5,0.0,0.0,0.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,25.0,221
112.0,國立臺南大學,綠色能源科技學系,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.0,0.0,0.0,0.0,0.0,24.0,125.5
112.0,國立臺南大學,生物科技學系,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,25.0,220
112.0,國立臺南大學,生態暨環境資源學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,110
112.0,國立臺南大學,音樂學系,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,176.2
,,,,,,,,,,,,,,,,,
112.0,國立臺南大學,視覺藝術與設計學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,268.4
112.0,國立臺南大學,戲劇創作與應用學系(男),2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,178
112.0,國立臺南大學,戲劇創作與應用學系(女),2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,191
112.0,國立臺南大學,行政管理學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,29.0,229
112.0,國立臺南大學,經營與管理學系,1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,21.0,224
112.0,國立東華大學,應用數學系數學科學組,1.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,16.0,95.5
112.0,國立東華大學,應用數學系統計科學組,1.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,17.0,96
112.0,國立東華大學,物理學系物理組,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,107
112.0,國立東華大學,物理學系奈米與光電科學組,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,112
112.0,國立東華大學,化學系,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,29.0,127
112.0,國立東華大學,生命科學系,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.75,0.0,0.0,0.0,26.0,164
112.0,國立東華大學,資訊工程學系資工組,1.0,1.25,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,24.0,137.5
112.0,國立東華大學,資訊工程學系國際組,1.0,1.5,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,10.0,140.25
112.0,國立東華大學,電機工程學系智慧系統組,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,111
112.0,國立東華大學,電機工程學系半導體工程組,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,147
112.0,國立東華大學,材料科學與工程學系,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,37.0,114
112.0,國立東華大學,光電工程學系,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,30.0,167.5
112.0,國立東華大學,企業管理學系,1.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,157.5
112.0,國立東華大學,會計學系,1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,183
112.0,國立東華大學,資訊管理學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,192
112.0,國立東華大學,國際企業學系,1.0,2.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,174.25
112.0,國立東華大學,財務金融學系,1.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,25.0,201.5
112.0,國立東華大學,觀光暨休閒遊憩學系,1.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,24.0,161.5
112.0,國立東華大學,"管理學院管理科學與財金國際學士學位
學程",1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,181
112.0,國立東華大學,管理學院會計與資訊管理國際學士班,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,160.5
112.0,國立東華大學,華文文學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,190
112.0,國立東華大學,中國語文學系,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,24.0,185.5
112.0,國立東華大學,英美語文學系,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,118.25
112.0,國立東華大學,臺灣文化學系,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,14.0,236.5
112.0,國立東華大學,歷史學系,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,2.0,23.0,297
112.0,國立東華大學,經濟學系,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,135
112.0,國立東華大學,諮商與臨床心理學系(自然組),1.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,19.0,123
,,,,,,,,,,,,,,,,,
112.0,國立東華大學,諮商與臨床心理學系(社會組),1.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,208.5
112.0,國立東華大學,社會學系,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,200
112.0,國立東華大學,公共行政學系,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,221
112.0,國立東華大學,法律學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,14.0,202.5
112.0,國立東華大學,教育與潛能開發學系,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,140
112.0,國立東華大學,教育行政與管理學系,2.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22.0,228.5
112.0,國立東華大學,特殊教育學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,128
112.0,國立東華大學,幼兒教育學系,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,1.75,11.0,226.5
112.0,國立東華大學,族群關係與文化學系,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,128
112.0,國立東華大學,民族語言與傳播學系,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,65
112.0,國立東華大學,民族事務與發展學系,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,129
112.0,國立東華大學,民族社會工作學士學位學程,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,136
112.0,國立東華大學,原住民族樂舞與藝術學士學位學程,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,130
112.0,國立東華大學,"自然資源與環境學系環境管理與環境教
育組",2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,187
112.0,國立東華大學,自然資源與環境學系生態與保育組,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,167
112.0,國立東華大學,自然資源與環境學系地球科學組,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,160
112.0,國立東華大學,縱谷跨域書院學士學位學程,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,3.0,189.75
112.0,國立東華大學,音樂學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-----
112.0,國立東華大學,藝術與設計學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,139
112.0,國立東華大學,藝術創意產業學系,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,20.0,178
112.0,國立東華大學,體育與運動科學系,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,158.21
112.0,臺北市立大學,教育學系,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,314
112.0,臺北市立大學,特殊教育學系,2.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,220.5
112.0,臺北市立大學,幼兒教育學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,251
112.0,臺北市立大學,心理與諮商學系,1.5,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,252.5
112.0,臺北市立大學,學習與媒材設計學系,2.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,284.5
112.0,臺北市立大學,中國語文學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,172
112.0,臺北市立大學,歷史與地理學系,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,19.0,271
112.0,臺北市立大學,英語教學系,1.25,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,212.5
112.0,臺北市立大學,社會暨公共事務學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,18.0,300.5
112.0,臺北市立大學,音樂學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,280.18
,,,,,,,,,,,,,,,,,
112.0,臺北市立大學,視覺藝術學系,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,305
112.0,臺北市立大學,應用物理暨化學系電子物理組,1.0,1.25,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0,0.0,0.0,0.0,13.0,232.5
112.0,臺北市立大學,應用物理暨化學系應用化學組,1.0,1.25,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0,0.0,0.0,0.0,9.0,230.75
112.0,臺北市立大學,地球環境暨生物資源學系,1.5,1.5,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,11.0,221
112.0,臺北市立大學,數學系,1.25,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,177.5
112.0,臺北市立大學,資訊科學系,1.25,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,231.25
112.0,臺北市立大學,體育學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,232.98
112.0,臺北市立大學,休閒運動管理學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,123
112.0,臺北市立大學,運動健康科學系,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,132
112.0,臺北市立大學,城市發展學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,219
112.0,臺北市立大學,都會產業經營與行銷學系,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,237
112.0,臺北市立大學,衛生福利學系,1.5,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,223
112.0,國立屏東大學,教育學系,2.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,195.5
112.0,國立屏東大學,幼兒教育學系,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,178
112.0,國立屏東大學,特殊教育學系,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,154
112.0,國立屏東大學,教育心理與輔導學系,1.25,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,159
112.0,國立屏東大學,中國語文學系,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,149.25
112.0,國立屏東大學,英語學系,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,121
112.0,國立屏東大學,文化創意產業學系,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,145
112.0,國立屏東大學,社會發展學系,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,100
112.0,國立屏東大學,應用英語學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,237
112.0,國立屏東大學,應用日語學系,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,200
112.0,國立屏東大學,視覺藝術學系數位媒體設計組,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,6.0,186.5
112.0,國立屏東大學,商業自動化與管理學系,1.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,169.5
112.0,國立屏東大學,行銷與流通管理學系,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,198
112.0,國立屏東大學,休閒事業經營學系,1.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,165
112.0,國立屏東大學,不動產經營學系,1.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,146.75
112.0,國立屏東大學,企業管理學系,1.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,174.5
112.0,國立屏東大學,國際經營與貿易學系,1.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,175.5
